period,red1,red2,red3,red4,red5,red6,blue,jackpot,first_prize_count,first_prize_amount,second_prize_count,second_prize_amount,total_bet_amount,draw_date
21008,1,5,7,14,18,33,7,906339544,4,0,86,0,0,2021-01-19
21009,2,4,7,24,25,32,13,952228282,4,0,57,0,0,2021-01-21
21010,1,4,11,19,32,33,5,976145268,7,0,129,0,0,2021-01-24
21011,5,10,16,23,27,33,14,907192691,18,0,228,0,0,2021-01-26
21012,3,6,14,18,20,26,1,862128803,17,0,218,0,0,2021-01-28
21013,6,9,12,16,27,31,6,812490648,17,0,169,0,0,2021-01-31
21014,4,15,21,25,29,33,6,860487095,3,0,96,0,0,2021-02-02
21015,6,14,16,26,28,29,7,874580915,6,0,93,0,0,2021-02-04
21016,3,8,9,13,15,18,10,844483666,16,0,192,0,0,2021-02-07
21017,9,15,18,29,32,33,2,879807720,6,0,116,0,0,2021-02-21
21018,2,8,14,23,25,32,6,924046536,3,0,128,0,0,2021-02-23
21019,12,16,17,24,28,29,8,916231105,6,0,104,0,0,2021-02-25
21020,1,3,6,7,9,11,2,877930510,19,0,505,0,0,2021-02-28
21021,4,8,17,24,28,33,13,834097039,19,0,155,0,0,2021-03-02
21022,10,15,17,25,31,32,6,871216452,3,0,84,0,0,2021-03-04
21023,2,21,22,23,27,28,11,903402709,4,0,85,0,0,2021-03-07
21024,1,4,6,10,11,18,2,936474051,5,0,139,0,0,2021-03-09
21025,6,8,14,17,18,30,11,962516400,6,0,166,0,0,2021-03-11
21026,3,5,13,19,20,25,3,608709487,74,0,829,0,0,2021-03-14
21027,5,7,9,16,20,26,8,515170584,23,0,391,0,0,2021-03-16
21028,11,16,23,26,27,33,5,527018817,7,0,125,0,0,2021-03-18
21029,8,10,15,17,22,30,12,475507497,17,0,234,0,0,2021-03-21
21030,8,9,13,27,29,31,5,502740835,7,0,143,0,0,2021-03-23
21031,6,11,21,25,28,31,7,474102879,12,0,166,0,0,2021-03-25
21032,1,5,8,15,16,30,3,479350693,12,0,187,0,0,2021-03-28
21033,2,12,13,14,31,33,6,502137377,7,0,98,0,0,2021-03-30
21034,4,10,12,18,23,25,1,530109002,5,0,155,0,0,2021-04-01
21035,12,14,18,20,26,28,11,549868285,7,0,153,0,0,2021-04-04
21036,1,2,6,11,21,26,11,545659537,12,0,137,0,0,2021-04-06
21037,13,17,19,24,26,30,12,565649555,7,0,104,0,0,2021-04-08
21038,5,7,9,16,18,27,6,449879238,32,0,539,0,0,2021-04-11
21039,2,8,21,24,29,31,13,469061553,7,0,105,0,0,2021-04-13
21040,2,6,7,24,28,29,16,499321280,6,0,238,0,0,2021-04-15
21041,2,9,18,23,26,32,14,275032108,54,0,367,0,0,2021-04-18
21042,5,9,10,22,25,27,8,180671046,26,0,275,0,0,2021-04-20
21043,2,3,17,18,23,24,1,243085282,3,0,93,0,0,2021-04-22
21044,5,7,14,17,26,28,13,295504539,5,0,160,0,0,2021-04-25
21045,1,4,14,15,17,32,2,326838472,6,0,86,0,0,2021-04-27
21046,5,9,13,21,28,33,6,255412592,24,0,122,0,0,2021-04-29
21047,3,7,13,16,24,29,1,291180168,5,0,231,0,0,2021-05-02
21048,4,15,17,22,29,32,3,346939552,2,0,64,0,0,2021-05-04
21049,4,11,13,22,25,32,1,409954275,4,0,78,0,0,2021-05-06
21050,2,9,10,16,25,28,8,336133387,22,0,248,0,0,2021-05-09
21051,8,9,10,19,27,29,15,335549357,10,0,309,0,0,2021-05-11
21052,3,4,6,19,21,30,14,413602410,1,0,171,0,0,2021-05-13
21053,7,10,14,16,24,33,16,473183576,3,0,84,0,0,2021-05-16
21054,7,13,21,22,24,31,2,526556537,4,0,83,0,0,2021-05-18
21055,3,11,12,16,22,28,10,425721551,29,0,206,0,0,2021-05-20
21056,8,21,22,23,29,32,1,444149990,10,0,215,0,0,2021-05-23
21057,5,6,9,17,25,33,16,478217025,6,0,179,0,0,2021-05-25
21058,9,11,13,18,19,28,14,520502015,5,0,96,0,0,2021-05-27
21059,1,9,11,18,32,33,14,618904511,1,0,91,0,0,2021-05-30
21060,10,11,17,20,29,30,15,644294438,6,0,163,0,0,2021-06-01
21061,4,9,12,18,20,23,1,694648802,4,0,127,0,0,2021-06-03
21062,12,13,15,20,22,25,10,727417696,6,0,67,0,0,2021-06-06
21063,4,5,6,9,23,24,9,647417696,16,0,106,0,0,2021-06-08
21064,4,6,8,15,16,18,16,688856687,4,0,112,0,0,2021-06-10
21065,1,4,8,19,29,33,16,753364365,3,0,82,0,0,2021-06-13
21066,2,6,19,26,30,33,15,738667046,14,0,145,0,0,2021-06-15
21067,1,11,19,23,25,29,9,749337326,6,0,61,0,0,2021-06-17
21068,4,14,18,24,31,32,15,784841657,7,0,232,0,0,2021-06-20
21069,6,11,18,20,23,26,5,805184330,5,0,130,0,0,2021-06-22
21070,1,5,11,15,16,29,15,840734349,6,0,179,0,0,2021-06-24
21071,1,7,24,31,32,33,8,850234438,6,0,75,0,0,2021-06-27
21072,1,9,15,16,19,21,15,906924437,3,0,105,0,0,2021-06-29
21073,1,6,18,22,24,25,8,936827442,4,0,83,0,0,2021-07-01
21074,4,5,9,14,25,27,7,898477373,14,0,163,0,0,2021-07-04
21075,12,15,16,21,22,29,1,950267665,2,0,55,0,0,2021-07-06
21076,3,9,21,23,30,32,6,963078086,4,0,87,0,0,2021-07-08
21077,8,15,17,25,27,30,10,949366069,13,0,112,0,0,2021-07-11
21078,4,6,15,26,27,31,12,965580237,6,0,132,0,0,2021-07-13
21079,1,3,10,24,28,29,13,976221781,8,0,95,0,0,2021-07-15
21080,5,8,22,23,24,29,9,953249373,12,0,119,0,0,2021-07-18
21081,1,3,5,18,22,23,1,997378346,4,0,135,0,0,2021-07-20
21082,3,6,11,13,26,32,5,1007589655,7,0,161,0,0,2021-07-22
21083,4,9,11,25,28,33,4,894543509,25,0,276,0,0,2021-07-25
21084,5,7,9,11,21,28,1,836571971,21,0,182,0,0,2021-07-27
21085,5,6,7,11,14,20,2,865785162,4,0,189,0,0,2021-07-29
21086,6,8,10,14,28,29,1,934781421,1,0,123,0,0,2021-08-01
21087,2,13,16,19,23,24,4,926596691,10,0,219,0,0,2021-08-03
21088,4,12,15,16,19,26,6,932658139,7,0,165,0,0,2021-08-05
21089,1,2,7,13,23,24,12,725193394,51,0,659,0,0,2021-08-08
21090,5,6,12,14,27,28,8,658126685,19,0,199,0,0,2021-08-10
21091,4,6,16,24,26,33,16,697092670,4,0,102,0,0,2021-08-12
21092,2,7,8,10,12,31,3,721827132,4,0,154,0,0,2021-08-15
21093,5,11,15,23,28,33,3,746968208,5,0,229,0,0,2021-08-17
21094,9,11,24,25,28,33,15,819842497,1,0,101,0,0,2021-08-19
21095,8,12,17,24,27,28,13,864489999,4,0,140,0,0,2021-08-22
21096,1,7,11,14,15,26,11,822388985,13,0,91,0,0,2021-08-24
21097,3,11,12,13,25,28,12,637412452,45,0,359,0,0,2021-08-26
21098,1,10,13,18,26,32,5,673059288,4,0,141,0,0,2021-08-29
21099,9,11,17,18,20,27,15,694710436,7,0,278,0,0,2021-08-31
21100,7,9,12,13,14,29,16,711544497,8,0,170,0,0,2021-09-02
21101,2,4,12,22,29,31,1,742311198,6,0,107,0,0,2021-09-05
21102,5,9,15,24,27,30,9,599019763,34,0,236,0,0,2021-09-07
21103,10,13,15,25,29,30,15,664617126,2,0,122,0,0,2021-09-09
21104,1,7,17,20,22,28,15,708465505,6,0,101,0,0,2021-09-12
21105,10,14,15,22,27,32,9,712816451,9,0,174,0,0,2021-09-14
21106,1,4,7,14,30,31,3,738077667,7,0,150,0,0,2021-09-16
21107,2,3,17,19,25,30,1,758280964,7,0,151,0,0,2021-09-19
21108,11,15,18,24,26,32,9,781106313,5,0,118,0,0,2021-09-21
21109,2,3,10,17,20,26,16,810527410,4,0,132,0,0,2021-09-23
21110,10,13,15,24,31,32,2,850654756,5,0,246,0,0,2021-09-26
21111,17,20,22,23,26,28,6,883991506,3,0,96,0,0,2021-09-28
21112,5,6,21,25,28,33,7,797853981,22,0,229,0,0,2021-09-30
21113,4,7,10,22,27,30,2,783403562,12,0,231,0,0,2021-10-05
21114,4,6,8,14,24,27,2,837386111,3,0,177,0,0,2021-10-07
21115,2,10,12,15,24,27,8,851679247,5,0,100,0,0,2021-10-10
21116,6,14,17,18,31,33,6,897877549,3,0,46,0,0,2021-10-12
21117,3,5,17,21,27,33,4,896904658,10,0,101,0,0,2021-10-14
21118,2,6,14,18,20,31,13,923998119,6,0,126,0,0,2021-10-17
21119,3,9,10,11,28,29,13,904876996,15,0,356,0,0,2021-10-19
21120,1,7,8,12,13,18,5,734418962,40,0,496,0,0,2021-10-21
21121,4,5,12,16,22,30,15,751815051,7,0,205,0,0,2021-10-24
21122,4,5,12,15,18,28,7,771249437,5,0,91,0,0,2021-10-26
21123,6,14,15,19,29,31,5,798569016,6,0,207,0,0,2021-10-28
21124,1,3,18,22,29,32,2,823606529,8,0,117,0,0,2021-10-31
21125,14,19,20,23,24,31,9,846489745,4,0,84,0,0,2021-11-02
21126,19,20,23,27,28,31,1,877369730,6,0,90,0,0,2021-11-04
21127,7,15,16,20,27,29,7,877334837,10,0,96,0,0,2021-11-07
21128,5,17,20,21,23,33,4,920399839,3,0,66,0,0,2021-11-09
21129,4,15,21,27,28,29,10,929943762,5,0,139,0,0,2021-11-11
21130,8,9,15,24,26,30,6,914060182,12,0,155,0,0,2021-11-14
21131,8,11,18,19,20,24,1,957547844,6,0,116,0,0,2021-11-16
21132,1,4,6,14,20,28,8,973341811,6,0,171,0,0,2021-11-18
21133,1,3,12,19,27,31,10,994690824,12,0,171,0,0,2021-11-21
21134,1,2,16,19,25,31,8,1015069784,11,0,109,0,0,2021-11-23
21135,3,10,17,19,21,31,4,1118152404,1,0,124,0,0,2021-11-25
21136,2,6,9,15,19,28,16,1148127692,10,0,319,0,0,2021-11-28
21137,3,7,10,14,21,24,1,1127353431,19,0,274,0,0,2021-11-30
21138,11,14,15,16,27,32,9,1065047563,20,0,123,0,0,2021-12-02
21139,12,14,19,23,24,27,1,1090940461,14,0,193,0,0,2021-12-05
21140,5,10,16,26,27,33,1,1066087178,20,0,694,0,0,2021-12-07
21141,1,14,19,23,26,30,10,1099283201,7,0,132,0,0,2021-12-09
21142,4,7,17,19,20,24,16,1142703731,8,0,227,0,0,2021-12-12
21143,1,9,11,13,20,29,9,1002138181,41,0,158,0,0,2021-12-14
21144,2,5,13,15,23,26,7,1036483149,5,0,172,0,0,2021-12-16
21145,4,7,10,14,16,26,9,1064375720,10,0,159,0,0,2021-12-19
21146,7,9,21,22,26,32,3,1107375000,6,0,103,0,0,2021-12-21
21147,5,10,11,13,27,28,9,1099867308,13,0,194,0,0,2021-12-23
21148,10,12,15,17,19,20,8,1117570138,8,0,175,0,0,2021-12-26
21149,5,10,15,18,19,32,5,1140585301,8,0,103,0,0,2021-12-28
21150,9,14,20,21,24,26,4,1022824601,37,0,239,0,0,2021-12-30
22001,6,13,15,17,20,21,3,1079698248,4,0,83,0,0,2022-01-02
22002,2,12,21,23,25,31,8,1091513907,9,0,134,0,0,2022-01-04
22003,2,5,16,17,18,30,6,1108650848,7,0,181,0,0,2022-01-06
22004,5,19,24,28,30,32,14,1091893203,9,0,62,0,0,2022-01-09
22005,7,10,12,16,19,31,16,1156142875,2,0,74,0,0,2022-01-11
22006,3,6,9,15,22,31,2,1172781808,7,0,173,0,0,2022-01-13
22007,1,20,22,23,25,28,16,1254497537,3,0,81,0,0,2022-01-16
22008,2,3,7,9,20,21,13,1295623770,3,0,132,0,0,2022-01-18
22009,4,15,17,19,25,28,16,1375659920,1,0,266,0,0,2022-01-20
22010,12,18,19,20,21,32,15,1396071026,7,0,139,0,0,2022-01-23
22011,6,15,23,24,25,33,15,1445932371,4,0,125,0,0,2022-01-25
22012,4,7,8,29,30,31,1,1457999052,9,0,193,0,0,2022-01-27
22013,2,3,4,7,10,18,15,1526180218,2,0,133,0,0,2022-02-08
22014,6,7,13,14,15,27,4,1544973715,7,0,469,0,0,2022-02-10
22015,6,14,16,27,28,31,7,1541699154,9,0,95,0,0,2022-02-13
22016,5,10,19,20,29,31,14,1515799969,15,0,336,0,0,2022-02-15
22017,6,9,24,29,30,32,7,1541904440,5,0,162,0,0,2022-02-17
22018,7,11,16,17,30,32,16,1612631799,2,0,178,0,0,2022-02-20
22019,5,6,14,20,21,25,8,1587422145,13,0,123,0,0,2022-02-22
22020,9,11,14,22,30,32,1,1660696455,1,0,52,0,0,2022-02-24
22021,3,7,22,24,26,31,14,1653333569,16,0,74,0,0,2022-02-27
22022,1,7,11,15,17,19,6,1651680455,9,0,162,0,0,2022-03-01
22023,7,12,17,19,24,25,2,1667173674,9,0,98,0,0,2022-03-03
22024,7,9,10,14,19,24,15,1733800692,2,0,154,0,0,2022-03-06
22025,6,19,24,25,28,32,4,1800801596,1,0,98,0,0,2022-03-08
22026,3,4,10,15,22,24,2,1820096321,10,0,129,0,0,2022-03-10
22027,14,15,18,19,26,32,9,1850108360,3,0,74,0,0,2022-03-13
22028,5,11,20,22,23,29,9,1854403191,9,0,330,0,0,2022-03-15
22029,3,8,10,13,26,32,8,1840565291,10,0,105,0,0,2022-03-17
22030,12,23,24,26,27,30,5,1797209652,18,0,55,0,0,2022-03-20
22031,1,10,11,22,26,32,7,1696267600,28,0,296,0,0,2022-03-22
22032,4,10,11,14,23,32,7,1723412804,7,0,54,0,0,2022-03-24
22033,5,12,19,22,25,26,5,1724489453,11,0,192,0,0,2022-03-27
22034,14,17,26,31,32,33,10,1729816605,9,0,49,0,0,2022-03-29
22035,8,12,13,19,23,25,15,1736599330,8,0,169,0,0,2022-03-31
22036,2,3,14,16,26,31,2,1760101650,7,0,110,0,0,2022-04-03
22037,1,10,13,20,22,32,14,1812767035,3,0,74,0,0,2022-04-05
22038,9,12,13,16,24,32,4,1841833878,5,0,67,0,0,2022-04-07
22039,2,6,7,10,15,20,5,1873384741,5,0,177,0,0,2022-04-10
22040,3,12,14,16,31,33,12,1832633915,15,0,119,0,0,2022-04-12
22041,5,7,21,22,24,29,14,1878895566,4,0,57,0,0,2022-04-14
22042,5,10,11,21,22,30,13,1885518647,10,0,175,0,0,2022-04-17
22043,2,17,20,23,25,27,8,1883060805,9,0,54,0,0,2022-04-19
22044,1,7,8,21,23,29,6,1872712376,11,0,123,0,0,2022-04-21
22045,3,12,17,18,19,28,4,1885303642,7,0,182,0,0,2022-04-24
22046,2,11,24,25,27,30,14,1901913181,9,0,132,0,0,2022-04-26
22047,3,7,8,14,27,30,9,1833014021,21,0,128,0,0,2022-04-28
22048,5,7,17,20,26,31,14,1882359418,4,0,180,0,0,2022-05-01
22049,2,4,7,18,25,26,10,1949357745,0,0,127,0,0,2022-05-03
22050,3,5,8,14,27,33,8,1916892944,16,0,141,0,0,2022-05-05
22051,2,5,11,17,21,33,1,1951616776,5,0,114,0,0,2022-05-08
22052,7,24,27,29,31,32,15,1997206997,4,0,61,0,0,2022-05-10
22053,10,14,18,23,27,33,15,2046352325,4,0,81,0,0,2022-05-12
22054,8,12,21,27,28,33,11,1941352325,21,0,92,0,0,2022-05-15
22055,2,4,9,26,28,33,3,1971539174,4,0,77,0,0,2022-05-17
22056,1,6,11,14,17,26,15,2004226992,6,0,162,0,0,2022-05-19
22057,12,15,20,26,30,33,16,2045497453,3,0,78,0,0,2022-05-22
22058,6,13,14,23,31,33,1,2046143432,10,0,126,0,0,2022-05-24
22059,6,9,18,19,29,33,6,1985420373,20,0,216,0,0,2022-05-26
22060,16,18,19,24,28,32,1,2044441141,3,0,80,0,0,2022-05-29
22061,1,3,16,18,29,33,6,2089196019,3,0,64,0,0,2022-05-31
22062,16,18,20,21,23,33,5,2113191829,5,0,69,0,0,2022-06-02
22063,6,8,9,17,22,31,11,2036171824,20,0,181,0,0,2022-06-05
22064,4,6,12,13,17,31,16,2025619908,12,0,81,0,0,2022-06-07
22065,9,14,18,23,28,31,2,2051850948,4,0,143,0,0,2022-06-09
22066,6,11,14,20,27,30,9,1900729226,33,0,281,0,0,2022-06-12
22067,1,5,13,21,26,29,15,1899875782,10,0,147,0,0,2022-06-14
22068,7,12,15,24,26,29,6,1911353650,7,0,170,0,0,2022-06-16
22069,6,7,13,19,26,29,8,1839751672,20,0,216,0,0,2022-06-19
22070,4,6,9,27,28,33,2,1847642672,9,0,226,0,0,2022-06-21
22071,4,7,15,18,29,33,1,1866155263,8,0,141,0,0,2022-06-23
22072,5,14,15,16,18,32,12,1879381753,7,0,95,0,0,2022-06-26
22073,6,10,14,15,26,29,12,1902372906,6,0,141,0,0,2022-06-28
22074,5,7,15,19,29,33,15,1928690407,6,0,131,0,0,2022-06-30
22075,1,2,4,25,26,30,10,1946747172,6,0,78,0,0,2022-07-03
22076,8,9,10,13,24,29,2,1930610784,14,0,142,0,0,2022-07-05
22077,3,17,18,19,20,27,16,1909641199,14,0,186,0,0,2022-07-07
22078,1,4,5,15,17,31,9,1919037561,6,0,69,0,0,2022-07-10
22079,1,9,15,17,22,23,16,1982330237,2,0,68,0,0,2022-07-12
22080,5,12,15,17,18,27,4,1986021667,9,0,129,0,0,2022-07-14
22081,4,8,11,21,27,30,1,2018613381,5,0,186,0,0,2022-07-17
22082,4,10,11,23,30,32,14,2063526963,3,0,79,0,0,2022-07-19
22083,8,12,13,14,19,20,5,2040473284,13,0,258,0,0,2022-07-21
22084,3,18,23,24,25,32,9,2055734480,5,0,97,0,0,2022-07-24
22085,7,9,14,31,32,33,13,2041516396,12,0,112,0,0,2022-07-26
22086,1,4,8,21,23,24,11,2050676797,8,0,61,0,0,2022-07-28
22087,5,6,9,13,23,25,8,2038263308,6,0,129,0,0,2022-07-31
22088,3,9,15,17,20,22,6,1970007210,20,0,168,0,0,2022-08-02
22089,2,7,15,29,31,33,15,2006110048,3,0,90,0,0,2022-08-04
22090,1,4,25,27,29,30,7,1985834009,7,0,98,0,0,2022-08-07
22091,8,18,20,22,24,28,10,1983706692,8,0,244,0,0,2022-08-09
22092,7,10,16,20,21,27,11,1927997908,20,0,245,0,0,2022-08-11
22093,21,22,24,28,29,32,14,1991811868,2,0,58,0,0,2022-08-14
22094,6,11,13,16,19,31,2,2024071723,3,0,186,0,0,2022-08-16
22095,4,13,14,18,20,28,8,2028343930,7,0,71,0,0,2022-08-18
22096,3,16,17,19,25,33,7,1824688735,50,0,94,0,0,2022-08-21
22097,4,5,10,13,30,31,14,1876944863,3,0,65,0,0,2022-08-23
22098,2,3,4,6,21,33,5,1853286941,14,0,34,0,0,2022-08-25
22099,1,11,23,24,26,32,15,1867860655,8,0,256,0,0,2022-08-28
22100,2,6,7,15,20,21,15,1869582122,11,0,106,0,0,2022-08-30
22101,4,16,18,19,27,28,4,1742459306,34,0,134,0,0,2022-09-01
22102,9,10,12,18,29,32,14,1772160912,6,0,137,0,0,2022-09-04
22103,6,9,12,14,20,28,10,1753950406,12,0,146,0,0,2022-09-06
22104,1,8,19,25,26,31,1,1704610228,18,0,214,0,0,2022-09-08
22105,6,12,13,15,21,23,15,1747497631,4,0,85,0,0,2022-09-11
22106,17,20,22,23,24,31,1,1800820638,3,0,50,0,0,2022-09-13
22107,3,9,11,15,19,28,16,1794077479,9,0,139,0,0,2022-09-15
22108,1,7,13,17,18,31,15,1790162397,13,0,269,0,0,2022-09-18
22109,4,11,13,19,22,33,11,1811161575,5,0,78,0,0,2022-09-20
22110,9,13,15,18,20,28,15,1836366779,7,0,237,0,0,2022-09-22
22111,2,10,11,13,28,31,1,1901720272,3,0,160,0,0,2022-09-25
22112,3,5,8,17,25,31,1,1937385782,5,0,169,0,0,2022-09-27
22113,13,14,20,24,27,29,2,1991635746,2,0,84,0,0,2022-09-29
22114,1,5,15,19,26,29,13,1986647604,12,0,241,0,0,2022-10-06
22115,6,7,18,20,27,29,9,1849681926,33,0,169,0,0,2022-10-09
22116,8,14,26,27,30,33,1,1923415752,1,0,93,0,0,2022-10-11
22117,4,13,17,18,28,29,6,1901177457,11,0,166,0,0,2022-10-13
22118,2,6,7,11,14,33,8,1910541782,5,0,173,0,0,2022-10-16
22119,2,5,15,18,26,27,4,1899873541,12,0,309,0,0,2022-10-18
22120,2,15,19,26,27,29,2,1742358177,43,0,288,0,0,2022-10-20
22121,12,17,22,27,30,31,2,1769892531,8,0,102,0,0,2022-10-23
22122,6,8,17,19,24,28,5,1677059125,26,0,214,0,0,2022-10-25
22123,10,13,16,20,21,25,5,1693327054,8,0,637,0,0,2022-10-27
22124,5,10,13,18,24,26,1,1740587803,4,0,124,0,0,2022-10-30
22125,2,3,7,12,20,31,16,1762667038,7,0,231,0,0,2022-11-01
22126,1,13,15,17,26,33,13,1807038683,6,0,151,0,0,2022-11-03
22127,3,4,9,10,29,33,13,1869259580,5,0,178,0,0,2022-11-06
22128,3,12,18,24,27,29,1,1889014542,11,0,210,0,0,2022-11-08
22129,10,12,14,22,24,27,7,1908461423,7,0,102,0,0,2022-11-10
22130,2,8,15,17,26,28,12,1689813201,50,0,542,0,0,2022-11-13
22131,3,5,10,13,19,29,6,1640635486,19,0,251,0,0,2022-11-15
22132,1,3,18,26,32,33,4,1698530418,4,0,88,0,0,2022-11-17
22133,5,8,16,17,21,25,12,1713363599,11,0,241,0,0,2022-11-20
22134,1,5,14,17,24,31,14,1728998506,10,0,90,0,0,2022-11-22
22135,9,11,13,24,28,32,6,1733838061,12,0,143,0,0,2022-11-24
22136,8,10,14,15,18,22,8,1678628784,19,0,122,0,0,2022-11-27
22137,8,21,23,27,28,33,1,1696427005,8,0,160,0,0,2022-11-29
22138,2,14,19,21,25,28,11,1744972360,2,0,67,0,0,2022-12-01
22139,6,7,9,16,17,19,14,1751181135,12,0,443,0,0,2022-12-04
22140,8,9,18,19,20,27,15,1702647485,19,0,673,0,0,2022-12-06
22141,5,12,13,17,20,27,14,1674155872,21,0,135,0,0,2022-12-08
22142,1,3,13,16,21,27,3,1636406391,12,0,122,0,0,2022-12-11
22143,7,8,13,29,30,33,3,1612687877,15,0,149,0,0,2022-12-13
22144,7,20,22,23,31,32,5,1615187506,11,0,65,0,0,2022-12-15
22145,3,21,25,30,31,33,11,1651431252,4,0,68,0,0,2022-12-18
22146,6,7,13,18,26,31,6,1643604313,9,0,391,0,0,2022-12-20
22147,2,3,7,13,20,30,10,1587565859,17,0,148,0,0,2022-12-22
22148,2,15,16,17,21,31,14,1596182866,9,0,72,0,0,2022-12-25
22149,2,22,26,29,32,33,14,1619210281,7,0,94,0,0,2022-12-27
22150,1,7,11,12,22,28,5,1613770461,9,0,203,0,0,2022-12-29
23001,9,16,18,22,28,32,2,1631485850,7,0,135,0,0,2023-01-01
23002,2,6,10,16,18,22,13,1652047889,6,0,164,0,0,2023-01-03
23003,5,8,18,25,30,32,6,1656261800,8,0,112,0,0,2023-01-05
23004,1,7,15,16,20,25,16,1670832253,8,0,166,0,0,2023-01-08
23005,2,6,8,13,14,19,16,1726038229,2,0,153,0,0,2023-01-10
23006,2,10,12,14,24,26,5,1711353726,13,0,109,0,0,2023-01-12
23007,5,6,9,22,25,31,3,1745872298,3,0,160,0,0,2023-01-15
23008,5,13,18,20,26,28,6,1753087580,9,0,146,0,0,2023-01-17
23009,3,4,19,23,30,32,6,1812003410,2,0,225,0,0,2023-01-29
23010,4,5,13,18,27,29,12,1813355120,8,0,220,0,0,2023-01-31
23011,6,7,16,17,21,22,4,1790457577,13,0,252,0,0,2023-02-02
23012,3,4,7,22,26,30,6,1776074467,14,0,270,0,0,2023-02-05
23013,6,10,14,22,23,33,13,1832147989,2,0,81,0,0,2023-02-07
23014,6,7,18,23,27,30,5,1855218930,5,0,147,0,0,2023-02-09
23015,2,3,14,21,29,32,8,1840337997,10,0,195,0,0,2023-02-12
23016,14,16,19,23,28,30,3,1890499018,2,0,79,0,0,2023-02-14
23017,5,11,18,20,26,28,12,1912869860,6,0,195,0,0,2023-02-16
23018,10,12,17,19,25,31,13,1996089903,1,0,380,0,0,2023-02-19
23019,6,12,26,28,29,32,15,2024791190,7,0,110,0,0,2023-02-21
23020,1,12,17,18,26,27,5,2083313411,2,0,92,0,0,2023-02-23
23021,2,5,6,19,21,27,4,2042737116,21,0,186,0,0,2023-02-26
23022,10,11,18,19,23,31,3,2109715322,1,0,112,0,0,2023-02-28
23023,5,8,10,15,24,25,9,1904715322,41,0,258,0,0,2023-03-02
23024,3,6,9,17,27,28,3,1857117376,21,0,487,0,0,2023-03-05
23025,4,16,20,21,31,32,14,1861412948,10,0,118,0,0,2023-03-07
23026,1,18,26,30,31,33,3,1865260832,12,0,98,0,0,2023-03-09
23027,8,10,22,27,32,33,8,1887143965,5,0,88,0,0,2023-03-12
23028,5,7,10,17,20,22,14,1940352740,4,0,151,0,0,2023-03-14
23029,3,7,12,24,28,33,8,1968119308,5,0,173,0,0,2023-03-16
23030,2,3,7,16,30,31,6,1984712961,7,0,78,0,0,2023-03-19
23031,7,14,27,29,31,33,5,2031724589,3,0,309,0,0,2023-03-21
23032,6,19,20,26,28,33,1,2004521709,15,0,142,0,0,2023-03-23
23033,8,9,13,23,24,26,5,2042293077,5,0,240,0,0,2023-03-26
23034,2,3,9,11,12,17,15,2074219579,5,0,146,0,0,2023-03-28
23035,1,4,9,10,20,33,6,2075773039,10,0,100,0,0,2023-03-30
23036,13,14,18,19,24,30,9,1993133574,24,0,271,0,0,2023-04-02
23037,8,23,25,26,29,31,12,1956183761,16,0,115,0,0,2023-04-04
23038,2,9,14,17,31,33,8,1948188487,11,0,135,0,0,2023-04-06
23039,2,3,9,13,19,28,9,1976860679,5,0,191,0,0,2023-04-09
23040,9,16,17,24,29,31,8,2006881397,5,0,165,0,0,2023-04-11
23041,1,6,12,13,15,24,6,2049048265,3,0,118,0,0,2023-04-13
23042,10,17,20,23,27,30,10,2044443036,10,0,224,0,0,2023-04-16
23043,5,8,12,20,24,28,10,1996962618,19,0,228,0,0,2023-04-18
23044,2,8,15,22,24,26,16,2012948026,8,0,99,0,0,2023-04-20
23045,3,6,12,21,27,28,4,2001600001,14,0,240,0,0,2023-04-23
23046,6,8,17,25,26,28,3,2028047147,4,0,121,0,0,2023-04-25
23047,5,7,14,23,31,33,7,1990369107,8,0,123,0,0,2023-04-27
23048,2,3,10,24,28,30,8,1949270613,16,0,158,0,0,2023-04-30
23049,5,7,14,23,25,27,2,1961601481,6,0,170,0,0,2023-05-02
23050,2,7,9,14,22,23,5,1975368056,5,0,115,0,0,2023-05-04
23051,22,26,29,30,32,33,14,2041647521,2,0,95,0,0,2023-05-07
23052,3,4,5,8,12,17,6,1998828962,16,0,179,0,0,2023-05-09
23053,1,7,14,20,27,30,15,2004355202,10,0,420,0,0,2023-05-11
23054,5,6,9,10,15,26,12,2012386157,8,0,610,0,0,2023-05-14
23055,3,4,20,23,27,32,13,2076855754,1,0,66,0,0,2023-05-16
23056,8,14,15,18,23,33,8,2067478767,10,0,91,0,0,2023-05-18
23057,2,5,10,17,24,32,3,2012616989,21,0,202,0,0,2023-05-21
23058,10,17,22,26,30,33,11,2029768036,2,0,76,0,0,2023-05-23
23059,2,6,13,22,27,32,6,1922748082,30,0,184,0,0,2023-05-25
23060,9,11,17,19,30,31,11,1949837133,6,0,108,0,0,2023-05-28
23061,1,4,6,11,12,22,15,2002747701,3,0,163,0,0,2023-05-30
23062,11,19,23,24,26,33,15,2083569496,1,0,100,0,0,2023-06-01
23063,4,8,17,20,22,27,13,2130039756,4,0,172,0,0,2023-06-04
23064,1,7,11,12,16,18,4,2081628784,19,0,252,0,0,2023-06-06
23065,2,14,17,20,26,33,14,2102299471,8,0,128,0,0,2023-06-08
23066,2,7,8,10,26,31,6,2060647554,18,0,175,0,0,2023-06-11
23067,1,3,12,19,28,32,14,2103312244,5,0,220,0,0,2023-06-13
